GENE	CCLE_CELL	BF
POLM	SKMES1_LUNG	-25.362
POLD1	SKMES1_LUNG	51.299
POLD4	SKMES1_LUNG	0.65
POLD2	SKMES1_LUNG	17.875
POLD3	SKMES1_LUNG	36.166
POLE	SKMES1_LUNG	54.989
POLE2	SKMES1_LUNG	71.158
POLE3	SKMES1_LUNG	7.514
POLE4	SKMES1_LUNG	4.969
POLG	SKMES1_LUNG	-18.374
POLG2	SKMES1_LUNG	-11.411
MAD2L2	HUH6_LIVER	18.136
REV3L	HUH6_LIVER	8.954
POLH	HUH6_LIVER	-13.599
POLI	HUH6_LIVER	-32.505
POLK	HUH6_LIVER	-15.352
POLN	HUH6_LIVER	-19.669
POLL	HUH6_LIVER	-2.546
POLQ	HUH6_LIVER	-3.005
POLM	HUH6_LIVER	-28.056
POLA2	HUH6_LIVER	17.759
POLB	HUH6_LIVER	-21.457
POLD1	HUH6_LIVER	13.301
POLD4	HUH6_LIVER	-14.761
POLD2	HUH6_LIVER	15.772
POLD3	HUH6_LIVER	34.625
POLE	HUH6_LIVER	31.533
POLE2	HUH6_LIVER	47.962
POLE3	HUH6_LIVER	-23.236
POLE4	HUH6_LIVER	-15.113
POLG	HUH6_LIVER	27.778
POLG2	HUH6_LIVER	19.147
MAD2L2	LN443_CENTRAL_NERVOUS_SYSTEM	7.276
REV3L	LN443_CENTRAL_NERVOUS_SYSTEM	0.224
POLA2	LN443_CENTRAL_NERVOUS_SYSTEM	17.235
POLB	LN443_CENTRAL_NERVOUS_SYSTEM	-34.152
POLD1	LN443_CENTRAL_NERVOUS_SYSTEM	33.446
POLD2	LN443_CENTRAL_NERVOUS_SYSTEM	17.427
POLD3	LN443_CENTRAL_NERVOUS_SYSTEM	38.615
POLK	LN443_CENTRAL_NERVOUS_SYSTEM	-22.542
POLD4	LN443_CENTRAL_NERVOUS_SYSTEM	-16.55
POLN	LN443_CENTRAL_NERVOUS_SYSTEM	-17.392
POLH	LN443_CENTRAL_NERVOUS_SYSTEM	0.112
POLL	LN443_CENTRAL_NERVOUS_SYSTEM	-6.904
POLQ	LN443_CENTRAL_NERVOUS_SYSTEM	6.402
POLI	LN443_CENTRAL_NERVOUS_SYSTEM	-32.247
POLM	LN443_CENTRAL_NERVOUS_SYSTEM	-9.065
POLE	LN443_CENTRAL_NERVOUS_SYSTEM	27.506
POLE4	LN443_CENTRAL_NERVOUS_SYSTEM	-3.349
POLE2	LN443_CENTRAL_NERVOUS_SYSTEM	34.283
POLG	LN443_CENTRAL_NERVOUS_SYSTEM	-15.985
POLE3	LN443_CENTRAL_NERVOUS_SYSTEM	-7.864
POLG2	LN443_CENTRAL_NERVOUS_SYSTEM	-5.156
MAD2L2	LN464_CENTRAL_NERVOUS_SYSTEM	9.643
REV3L	LN464_CENTRAL_NERVOUS_SYSTEM	1.473
POLA2	LN464_CENTRAL_NERVOUS_SYSTEM	10.814
POLB	LN464_CENTRAL_NERVOUS_SYSTEM	-26.38
POLD1	LN464_CENTRAL_NERVOUS_SYSTEM	34.262
POLD2	LN464_CENTRAL_NERVOUS_SYSTEM	18.134
POLD3	LN464_CENTRAL_NERVOUS_SYSTEM	34.635
POLK	LN464_CENTRAL_NERVOUS_SYSTEM	-25.461
POLD4	LN464_CENTRAL_NERVOUS_SYSTEM	-21.399
POLL	LN464_CENTRAL_NERVOUS_SYSTEM	-7.074
POLM	LN464_CENTRAL_NERVOUS_SYSTEM	-10.818
POLE	LN464_CENTRAL_NERVOUS_SYSTEM	52.686
POLN	LN464_CENTRAL_NERVOUS_SYSTEM	-26.431
POLH	LN464_CENTRAL_NERVOUS_SYSTEM	-16.84
POLE2	LN464_CENTRAL_NERVOUS_SYSTEM	38.645
POLQ	LN464_CENTRAL_NERVOUS_SYSTEM	-5.078
POLI	LN464_CENTRAL_NERVOUS_SYSTEM	-31.869
POLE3	LN464_CENTRAL_NERVOUS_SYSTEM	22.971
POLE4	LN464_CENTRAL_NERVOUS_SYSTEM	5.358
POLG	LN464_CENTRAL_NERVOUS_SYSTEM	10.005
POLG2	LN464_CENTRAL_NERVOUS_SYSTEM	6.48
REV3L	SW1573_LUNG	15.247
POLN	SW1573_LUNG	-22.419
POLH	SW1573_LUNG	-6.561
POLQ	SW1573_LUNG	-18.386
POLI	SW1573_LUNG	-36.454
POLK	SW1573_LUNG	-17.244
POLL	SW1573_LUNG	-10.17
POLM	SW1573_LUNG	-24.59
MAD2L2	SW1573_LUNG	19.207
POLA2	SW1573_LUNG	24.277
POLB	SW1573_LUNG	-34.378
POLD1	SW1573_LUNG	20.012
POLD2	SW1573_LUNG	8.025
POLD3	SW1573_LUNG	31.989
POLE4	SW1573_LUNG	-20.36
POLD4	SW1573_LUNG	-25.14
POLG	SW1573_LUNG	-11
POLG2	SW1573_LUNG	-4.854
POLE	SW1573_LUNG	47.962
POLE2	SW1573_LUNG	51.738
POLE3	SW1573_LUNG	-25.024
REV3L	A549_LUNG	18.136
MAD2L2	A549_LUNG	36.784
POLH	A549_LUNG	-21.998
POLI	A549_LUNG	-32.686
POLK	A549_LUNG	-20.714
POLN	A549_LUNG	-20.668
POLL	A549_LUNG	-16.708
POLQ	A549_LUNG	6.796
POLM	A549_LUNG	-12.171
POLA2	A549_LUNG	16.592
POLB	A549_LUNG	-24.348
POLD1	A549_LUNG	27.653
POLD2	A549_LUNG	10.267
POLD3	A549_LUNG	35.562
POLD4	A549_LUNG	-12.296
POLE	A549_LUNG	35.954
POLE2	A549_LUNG	55.688
POLE4	A549_LUNG	2.414
POLG	A549_LUNG	-3.219
POLG2	A549_LUNG	21.434
POLE3	A549_LUNG	17.892
REV3L	SNU503_LARGE_INTESTINE	14.021
POLA2	SNU503_LARGE_INTESTINE	29.948
POLH	SNU503_LARGE_INTESTINE	-11.632
POLB	SNU503_LARGE_INTESTINE	-28.237
POLI	SNU503_LARGE_INTESTINE	-33.536
POLD1	SNU503_LARGE_INTESTINE	31.369
POLK	SNU503_LARGE_INTESTINE	-19.088
POLN	SNU503_LARGE_INTESTINE	-21.253
POLD2	SNU503_LARGE_INTESTINE	17.047
POLL	SNU503_LARGE_INTESTINE	-15.016
POLQ	SNU503_LARGE_INTESTINE	-10.243
POLD3	SNU503_LARGE_INTESTINE	44.875
POLM	SNU503_LARGE_INTESTINE	-18.548
POLD4	SNU503_LARGE_INTESTINE	-17.563
MAD2L2	SNU503_LARGE_INTESTINE	35.692
POLE	SNU503_LARGE_INTESTINE	48.695
POLE2	SNU503_LARGE_INTESTINE	61.459
POLE3	SNU503_LARGE_INTESTINE	4.267
POLE4	SNU503_LARGE_INTESTINE	-11.002
POLG	SNU503_LARGE_INTESTINE	-15.303
POLG2	SNU503_LARGE_INTESTINE	-13.162
MAD2L2	KYSE180_OESOPHAGUS	47.265
POLH	KYSE180_OESOPHAGUS	-13.385
POLI	KYSE180_OESOPHAGUS	-42.151
POLK	KYSE180_OESOPHAGUS	-19.11
POLL	KYSE180_OESOPHAGUS	-17.023
POLM	KYSE180_OESOPHAGUS	-10.906
POLN	KYSE180_OESOPHAGUS	-22.483
POLQ	KYSE180_OESOPHAGUS	2.418
POLD4	KYSE180_OESOPHAGUS	2.333
POLE	KYSE180_OESOPHAGUS	45.558
POLA2	KYSE180_OESOPHAGUS	17.238
POLE2	KYSE180_OESOPHAGUS	36.902
POLB	KYSE180_OESOPHAGUS	-24.463
POLE3	KYSE180_OESOPHAGUS	-7.306
POLD1	KYSE180_OESOPHAGUS	23.733
POLE4	KYSE180_OESOPHAGUS	-14.61
POLD2	KYSE180_OESOPHAGUS	15.627
POLG	KYSE180_OESOPHAGUS	13.749
POLD3	KYSE180_OESOPHAGUS	40.999
POLG2	KYSE180_OESOPHAGUS	12.512
REV3L	KYSE180_OESOPHAGUS	13.169
MAD2L2	OVCAR8_OVARY	35.692
REV3L	OVCAR8_OVARY	14.371
POLD4	OVCAR8_OVARY	-22.771
POLA2	OVCAR8_OVARY	25.805
POLB	OVCAR8_OVARY	-27.436
POLE	OVCAR8_OVARY	60.633
POLD1	OVCAR8_OVARY	55.199
POLE2	OVCAR8_OVARY	55.991
POLD2	OVCAR8_OVARY	36.927
POLE3	OVCAR8_OVARY	11.048
POLD3	OVCAR8_OVARY	39.473
POLG2	OVCAR8_OVARY	7.537
POLE4	OVCAR8_OVARY	7.616
POLG	OVCAR8_OVARY	7.819
POLK	OVCAR8_OVARY	-20.646
POLM	OVCAR8_OVARY	-9.623
POLL	OVCAR8_OVARY	-16.798
POLI	OVCAR8_OVARY	-42.775
POLN	OVCAR8_OVARY	-20.956
POLQ	OVCAR8_OVARY	11.277
POLH	OVCAR8_OVARY	-21.83
MAD2L2	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	52.381
REV3L	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16.746
POLA2	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23.733
POLB	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-30.343
POLD1	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	47.265
POLH	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-14.77
POLD2	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.524
POLI	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-32.998
POLD3	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	35.208
POLK	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-19.392
POLD4	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-20.25
POLL	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	2.112
POLM	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-6.085
POLE	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	26.136
POLE4	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	9.551
POLN	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-26.529
POLG	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	11.432
POLE3	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	5.133
POLE2	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	64.041
POLG2	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	7.778
POLQ	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-4.108
MAD2L2	HCC1395_BREAST	37.652
REV3L	HCC1395_BREAST	17.782
POLD4	HCC1395_BREAST	-9.709
POLE	HCC1395_BREAST	43.944
POLE4	HCC1395_BREAST	-9.409
POLA2	HCC1395_BREAST	16.746
POLE2	HCC1395_BREAST	51.918
POLG	HCC1395_BREAST	-8.901
POLB	HCC1395_BREAST	-24.466
POLE3	HCC1395_BREAST	6.646
POLG2	HCC1395_BREAST	4.472
POLD2	HCC1395_BREAST	23.345
POLD1	HCC1395_BREAST	35.394
POLH	HCC1395_BREAST	-6.284
POLQ	HCC1395_BREAST	2.009
POLD3	HCC1395_BREAST	42.61
POLN	HCC1395_BREAST	-21.883
POLI	HCC1395_BREAST	-15.799
POLK	HCC1395_BREAST	-17.844
POLM	HCC1395_BREAST	-5.94
POLL	HCC1395_BREAST	-13.969
MAD2L2	EKVX_LUNG	28.341
REV3L	EKVX_LUNG	8.79
POLA2	EKVX_LUNG	21.56
POLB	EKVX_LUNG	-32.744
POLD1	EKVX_LUNG	19.138
POLD4	EKVX_LUNG	-8.076
POLH	EKVX_LUNG	-16.469
POLD2	EKVX_LUNG	11.052
POLN	EKVX_LUNG	-23.652
POLQ	EKVX_LUNG	-8.074
POLD3	EKVX_LUNG	34.446
POLI	EKVX_LUNG	-39.188
POLE	EKVX_LUNG	36.784
POLK	EKVX_LUNG	-23.441
POLG2	EKVX_LUNG	15.85
POLE2	EKVX_LUNG	35.334
POLG	EKVX_LUNG	19.716
POLL	EKVX_LUNG	-15.23
POLM	EKVX_LUNG	-22.35
POLE3	EKVX_LUNG	-5.94
POLE4	EKVX_LUNG	-19.225
REV3L	JIMT1_BREAST	8.715
MAD2L2	JIMT1_BREAST	43.332
POLA2	JIMT1_BREAST	20.369
POLB	JIMT1_BREAST	-26.553
POLN	JIMT1_BREAST	-20.185
POLH	JIMT1_BREAST	-8.49
POLD1	JIMT1_BREAST	42.982
POLQ	JIMT1_BREAST	-8.847
POLD2	JIMT1_BREAST	25.415
POLI	JIMT1_BREAST	-36.158
POLK	JIMT1_BREAST	-23.093
POLD3	JIMT1_BREAST	53.261
POLM	JIMT1_BREAST	-19.371
POLL	JIMT1_BREAST	-13.608
POLE4	JIMT1_BREAST	3.789
POLD4	JIMT1_BREAST	-25.446
POLE	JIMT1_BREAST	36.247
POLE2	JIMT1_BREAST	37.469
POLG	JIMT1_BREAST	1.034
POLG2	JIMT1_BREAST	3.884
POLE3	JIMT1_BREAST	10.552
MAD2L2	CAOV3_OVARY	34.758
POLH	CAOV3_OVARY	-8.27
POLI	CAOV3_OVARY	-36.752
POLK	CAOV3_OVARY	-23.627
POLN	CAOV3_OVARY	-5.951
POLL	CAOV3_OVARY	-19.538
POLQ	CAOV3_OVARY	2.704
POLM	CAOV3_OVARY	11.354
POLE4	CAOV3_OVARY	-17.789
POLD4	CAOV3_OVARY	-16.255
POLA2	CAOV3_OVARY	16.045
POLB	CAOV3_OVARY	-29.937
POLE2	CAOV3_OVARY	47.066
POLD3	CAOV3_OVARY	48.67
POLG	CAOV3_OVARY	-8.254
POLE3	CAOV3_OVARY	-8.927
POLD2	CAOV3_OVARY	41.215
POLG2	CAOV3_OVARY	-10.892
POLD1	CAOV3_OVARY	40.401
POLE	CAOV3_OVARY	25.922
REV3L	CAOV3_OVARY	11.527
MAD2L2	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	28.605
POLE4	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-7.449
POLD4	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-12.686
POLN	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-13.379
POLG	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-10.316
POLQ	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.362
POLG2	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.061
POLE	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	26.315
POLA2	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	5.963
POLI	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-29.386
POLH	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-19.154
POLB	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-23.121
POLE2	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	57.466
POLE3	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	5.73
POLD1	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	28.452
POLL	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-17.737
POLK	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-17.669
POLM	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-11.607
POLD2	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	10.998
POLD3	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	32.485
REV3L	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-11.979
MAD2L2	NCIH2291_LUNG	26.682
POLD4	NCIH2291_LUNG	-18.671
POLN	NCIH2291_LUNG	-20.103
POLA2	NCIH2291_LUNG	29.4
POLH	NCIH2291_LUNG	-19.17
POLQ	NCIH2291_LUNG	20.811
POLB	NCIH2291_LUNG	-27.792
POLI	NCIH2291_LUNG	-33.171
POLE	NCIH2291_LUNG	37.987
POLD1	NCIH2291_LUNG	36.095
POLK	NCIH2291_LUNG	-20.018
POLE4	NCIH2291_LUNG	-18.519
POLE2	NCIH2291_LUNG	44.108
POLD2	NCIH2291_LUNG	9.112
POLL	NCIH2291_LUNG	-18.085
POLG	NCIH2291_LUNG	-11.966
POLE3	NCIH2291_LUNG	-5.548
POLD3	NCIH2291_LUNG	52.686
POLM	NCIH2291_LUNG	-12.671
POLG2	NCIH2291_LUNG	-5.215
REV3L	NCIH2291_LUNG	4.652
MAD2L2	TCCSUP_URINARY_TRACT	37.316
POLD4	TCCSUP_URINARY_TRACT	-15.296
POLA2	TCCSUP_URINARY_TRACT	21.371
REV3L	TCCSUP_URINARY_TRACT	13.684
POLB	TCCSUP_URINARY_TRACT	-24.124
POLE	TCCSUP_URINARY_TRACT	30.551
POLD1	TCCSUP_URINARY_TRACT	18.915
POLE2	TCCSUP_URINARY_TRACT	52.245
POLD2	TCCSUP_URINARY_TRACT	40.206
POLE3	TCCSUP_URINARY_TRACT	-22.189
POLD3	TCCSUP_URINARY_TRACT	43.588
POLE4	TCCSUP_URINARY_TRACT	-19.691
POLG	TCCSUP_URINARY_TRACT	0.364
POLG2	TCCSUP_URINARY_TRACT	10.998
POLK	TCCSUP_URINARY_TRACT	-24.02
POLM	TCCSUP_URINARY_TRACT	-14.573
POLQ	TCCSUP_URINARY_TRACT	-9.137
POLI	TCCSUP_URINARY_TRACT	-33.562
POLH	TCCSUP_URINARY_TRACT	-9.667
POLN	TCCSUP_URINARY_TRACT	-18.788
POLL	TCCSUP_URINARY_TRACT	-14.174
MAD2L2	HMC18_BREAST	15.09
REV3L	HMC18_BREAST	4.02
POLA2	HMC18_BREAST	14.359
POLB	HMC18_BREAST	-31.71
POLD1	HMC18_BREAST	57.255
POLD2	HMC18_BREAST	17.968
POLD3	HMC18_BREAST	29.37
POLD4	HMC18_BREAST	-20.175
POLI	HMC18_BREAST	-39.214
POLE	HMC18_BREAST	39.375
POLE4	HMC18_BREAST	-11.037
POLL	HMC18_BREAST	-13.562
POLN	HMC18_BREAST	-21.298
POLQ	HMC18_BREAST	3.364
POLK	HMC18_BREAST	-20.682
POLM	HMC18_BREAST	-9.404
POLE2	HMC18_BREAST	40.939
POLH	HMC18_BREAST	-4.358
POLG2	HMC18_BREAST	5.764
POLE3	HMC18_BREAST	-12.638
POLG	HMC18_BREAST	10.214
MAD2L2	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	2.629
POLD4	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	-4.086
POLE	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	33.446
POLA2	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	19.897
POLE2	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	65.128
POLB	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	-20.251
POLE3	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	10.458
POLD1	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	17.82
POLE4	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	26.02
POLD2	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	31.874
POLG	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	-17.877
POLD3	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	36.086
POLG2	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	2.217
REV3L	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	-16.302
POLK	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	-26.885
POLH	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	-11.126
POLL	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	-20.694
POLI	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	-29.748
POLM	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	-20.922
POLN	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	-22.904
POLQ	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	-2.45
REV3L	JHH5_LIVER	1.454
MAD2L2	JHH5_LIVER	38.135
POLA2	JHH5_LIVER	18.847
POLB	JHH5_LIVER	-34.68
POLD1	JHH5_LIVER	38.864
POLD2	JHH5_LIVER	8.542
POLG2	JHH5_LIVER	5.764
POLI	JHH5_LIVER	-30.93
POLD3	JHH5_LIVER	50.62
POLE	JHH5_LIVER	51.384
POLG	JHH5_LIVER	14.161
POLK	JHH5_LIVER	-18.287
POLE3	JHH5_LIVER	-14.447
POLD4	JHH5_LIVER	-9.152
POLE4	JHH5_LIVER	-16.999
POLN	JHH5_LIVER	-21.236
POLH	JHH5_LIVER	-5.584
POLQ	JHH5_LIVER	-15.011
POLE2	JHH5_LIVER	39.655
POLM	JHH5_LIVER	-22.054
POLL	JHH5_LIVER	-21.893
MAD2L2	SNU601_STOMACH	22.87
REV3L	SNU601_STOMACH	16.208
POLE3	SNU601_STOMACH	-29.938
POLL	SNU601_STOMACH	-26.799
POLK	SNU601_STOMACH	-23.364
POLM	SNU601_STOMACH	-16.73
POLE2	SNU601_STOMACH	63.39
POLH	SNU601_STOMACH	-10.265
POLA2	SNU601_STOMACH	12.15
POLD2	SNU601_STOMACH	36.987
POLD4	SNU601_STOMACH	-22.714
POLE4	SNU601_STOMACH	-16.892
POLN	SNU601_STOMACH	-30.044
POLE	SNU601_STOMACH	64.329
POLD3	SNU601_STOMACH	44.28
POLB	SNU601_STOMACH	-12.782
POLG2	SNU601_STOMACH	0.986
POLD1	SNU601_STOMACH	15.69
POLQ	SNU601_STOMACH	36.361
POLI	SNU601_STOMACH	-41.437
POLG	SNU601_STOMACH	-4.313
MAD2L2	GB1_CENTRAL_NERVOUS_SYSTEM	37.675
REV3L	GB1_CENTRAL_NERVOUS_SYSTEM	4.705
POLK	GB1_CENTRAL_NERVOUS_SYSTEM	-26.029
POLH	GB1_CENTRAL_NERVOUS_SYSTEM	-16.694
POLL	GB1_CENTRAL_NERVOUS_SYSTEM	-9.265
POLI	GB1_CENTRAL_NERVOUS_SYSTEM	-27.365
POLM	GB1_CENTRAL_NERVOUS_SYSTEM	-7.683
POLN	GB1_CENTRAL_NERVOUS_SYSTEM	-26.086
POLQ	GB1_CENTRAL_NERVOUS_SYSTEM	-19.952
POLA2	GB1_CENTRAL_NERVOUS_SYSTEM	16.968
POLD4	GB1_CENTRAL_NERVOUS_SYSTEM	-11.3
POLB	GB1_CENTRAL_NERVOUS_SYSTEM	-31.797
POLE	GB1_CENTRAL_NERVOUS_SYSTEM	33.423
POLD2	GB1_CENTRAL_NERVOUS_SYSTEM	13.82
POLG	GB1_CENTRAL_NERVOUS_SYSTEM	15.496
POLD1	GB1_CENTRAL_NERVOUS_SYSTEM	26.315
POLE2	GB1_CENTRAL_NERVOUS_SYSTEM	54.479
POLE4	GB1_CENTRAL_NERVOUS_SYSTEM	-12.404
POLE3	GB1_CENTRAL_NERVOUS_SYSTEM	-11.21
POLD3	GB1_CENTRAL_NERVOUS_SYSTEM	51.159
POLG2	GB1_CENTRAL_NERVOUS_SYSTEM	15.738
REV3L	GSS_STOMACH	15.356
MAD2L2	GSS_STOMACH	23.24
POLK	GSS_STOMACH	-23.185
POLN	GSS_STOMACH	-18.221
POLH	GSS_STOMACH	-15.93
POLL	GSS_STOMACH	-23.794
POLQ	GSS_STOMACH	-9.797
POLI	GSS_STOMACH	-42.151
POLM	GSS_STOMACH	-18.519
POLA2	GSS_STOMACH	15.601
POLB	GSS_STOMACH	-32.063
POLD2	GSS_STOMACH	17.671
POLD1	GSS_STOMACH	27.752
POLD3	GSS_STOMACH	33.512
POLE	GSS_STOMACH	24.773
POLD4	GSS_STOMACH	0.583
POLE2	GSS_STOMACH	38.36
POLG2	GSS_STOMACH	10.129
POLE3	GSS_STOMACH	-25.847
POLE4	GSS_STOMACH	-18.23
POLG	GSS_STOMACH	-6.803
MAD2L2	NCIH1703_LUNG	24.435
REV3L	NCIH1703_LUNG	-1.213
POLK	NCIH1703_LUNG	-21.137
POLH	NCIH1703_LUNG	-22.538
POLL	NCIH1703_LUNG	-1.669
POLM	NCIH1703_LUNG	-17.013
POLE4	NCIH1703_LUNG	-17.31
POLI	NCIH1703_LUNG	-39.358
POLN	NCIH1703_LUNG	-20.117
POLA2	NCIH1703_LUNG	26.043
POLQ	NCIH1703_LUNG	-15.936
POLG	NCIH1703_LUNG	29.142
POLD4	NCIH1703_LUNG	-14.595
POLB	NCIH1703_LUNG	-28.96
POLD3	NCIH1703_LUNG	24.052
POLE2	NCIH1703_LUNG	68.725
POLE3	NCIH1703_LUNG	-18.545
POLG2	NCIH1703_LUNG	18.589
POLD2	NCIH1703_LUNG	23.371
POLD1	NCIH1703_LUNG	37.265
POLE	NCIH1703_LUNG	34.635
MAD2L2	SJSA1_BONE	2.629
POLH	SJSA1_BONE	-3.63
POLI	SJSA1_BONE	-37.028
POLK	SJSA1_BONE	-24.478
POLL	SJSA1_BONE	-16
POLM	SJSA1_BONE	-15.923
POLN	SJSA1_BONE	-24.786
POLQ	SJSA1_BONE	-10.375
POLA2	SJSA1_BONE	22.557
POLB	SJSA1_BONE	-36.195
POLD1	SJSA1_BONE	73.349
POLD2	SJSA1_BONE	30.689
POLD3	SJSA1_BONE	46.443
POLE4	SJSA1_BONE	-8.778
POLD4	SJSA1_BONE	-7.064
POLG	SJSA1_BONE	-23.399
POLG2	SJSA1_BONE	-7.331
POLE	SJSA1_BONE	52.381
POLE2	SJSA1_BONE	40.999
REV3L	SJSA1_BONE	16.142
POLE3	SJSA1_BONE	-18.792
MAD2L2	JMSU1_URINARY_TRACT	17.682
POLD4	JMSU1_URINARY_TRACT	-13.929
POLE	JMSU1_URINARY_TRACT	40.857
POLE2	JMSU1_URINARY_TRACT	50.42
POLE3	JMSU1_URINARY_TRACT	15.004
POLE4	JMSU1_URINARY_TRACT	7.431
POLG	JMSU1_URINARY_TRACT	18.434
POLG2	JMSU1_URINARY_TRACT	19.539
POLA2	JMSU1_URINARY_TRACT	9.643
POLB	JMSU1_URINARY_TRACT	-23.163
POLD1	JMSU1_URINARY_TRACT	26.423
POLD2	JMSU1_URINARY_TRACT	23.904
POLD3	JMSU1_URINARY_TRACT	40.645
POLH	JMSU1_URINARY_TRACT	-7.221
POLI	JMSU1_URINARY_TRACT	-34.106
POLK	JMSU1_URINARY_TRACT	-15.131
POLL	JMSU1_URINARY_TRACT	-21.915
POLM	JMSU1_URINARY_TRACT	-16.934
POLN	JMSU1_URINARY_TRACT	-23.854
POLQ	JMSU1_URINARY_TRACT	-0.084
REV3L	JMSU1_URINARY_TRACT	0.259
POLA2	GI1_CENTRAL_NERVOUS_SYSTEM	24.132
POLB	GI1_CENTRAL_NERVOUS_SYSTEM	-30.702
MAD2L2	GI1_CENTRAL_NERVOUS_SYSTEM	49.033
POLD1	GI1_CENTRAL_NERVOUS_SYSTEM	47.601
POLD2	GI1_CENTRAL_NERVOUS_SYSTEM	14.613
POLD3	GI1_CENTRAL_NERVOUS_SYSTEM	45.292
POLD4	GI1_CENTRAL_NERVOUS_SYSTEM	-12.088
POLE	GI1_CENTRAL_NERVOUS_SYSTEM	47.265
POLK	GI1_CENTRAL_NERVOUS_SYSTEM	-24.823
POLH	GI1_CENTRAL_NERVOUS_SYSTEM	-23.475
POLE2	GI1_CENTRAL_NERVOUS_SYSTEM	40.8
POLL	GI1_CENTRAL_NERVOUS_SYSTEM	-25.964
POLI	GI1_CENTRAL_NERVOUS_SYSTEM	-19.469
